"director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","movie_facebook_likes","genres"
"Robert Rodriguez",76,89,0,640,"Joel McHale",2000,38536376,"Alexa PenaVega","Spy Kids: All the Time in the World in 4D ",15866,4311,"Daryl Sabara",83,"PG",2.7e+07,2011,734,3.6,0,"Comedy_Action"
"Jodie Foster",268,98,0,638,"Jack O'Connell",8000,41008532,"Julia Roberts","Money Monster ",19611,10894,"Chris Bauer",103,"R",2.7e+07,2016,698,6.7,0,"Drama_Thriller_Crime"
"Renny Harlin",127,101,212,749,"Clifton Collins Jr.",1000,4476235,"LL Cool J","Mindhunters ",49405,4186,"Eion Bailey",226,"R",2.7e+07,2004,968,6.4,2000,"Thriller_Crime"
"Barry Levinson",137,104,272,17000,"Robin Wright",22000,1089365,"Robert De Niro","What Just Happened ",23767,71973,"Kristen Stewart",111,"R",2.5e+07,2008,18000,5.7,845,"Comedy_Drama"
"Steve Carr",167,91,41,328,"Adhir Kalyan",567,20819129,"Erick Avari","Paul Blart: Mall Cop ",84209,2954,"Allen Covert",201,"PG",2.6e+07,2009,402,5.2,0,"Comedy_Crime_Action"
"Mark Waters",129,97,70,512,"Julie Gonzalo",2000,110222438,"Jamie Lee Curtis","Freaky Friday ",96693,3984,"Willie Garson",271,"PG",2.6e+07,2003,528,6.1,0,"Romance_Comedy_Action"
"Judd Apatow",217,133,0,218,"Romany Malco",7000,109243478,"Steve Carell","The 40-Year-Old Virgin ",313797,8341,"Gerry Bednob",546,"R",2.6e+07,2005,966,7.1,0,"Romance_Comedy"
"John Madden",134,123,108,239,"Martin Clunes",1000,100241322,"Tom Wilkinson","Shakespeare in Love ",175524,1690,"Simon Callow",752,"R",2.5e+07,1998,264,7.2,0,"Romance_Comedy_Drama"
"Scott Frank",253,114,71,313,"Boyd Holbrook",14000,25977365,"Liam Neeson","A Walk Among the Tombstones ",87950,15428,"David Harbour",207,"R",2.8e+07,2014,439,6.5,15000,"Drama_Thriller_Crime"
"Ivan Reitman",46,111,425,344,"Cathy Moriarty",743,91457688,"Richard Tyson","Kindergarten Cop ",107801,2403,"Penelope Ann Miller",109,"PG-13",2.6e+07,1990,394,6,0,"Comedy_Crime_Action"
"David Gordon Green",232,117,234,919,"Gary Cole",11000,87341380,"James Franco","Pineapple Express ",255257,15590,"Rosie Perez",374,"R",2.7e+07,2008,989,7,0,"Comedy_Crime_Action"
"Andy Tennant",92,121,72,343,"Dougray Scott",1000,65703412,"Anjelica Huston","Ever After: A Cinderella Story ",57958,2747,"Jeanne Moreau",345,"PG-13",2.6e+07,1998,794,7,0,"Romance_Comedy_Drama"
"Kevin Costner",153,139,0,648,"Michael Jeter",3000,58328680,"Robert Duvall","Open Range ",54096,5458,"Julian Richings",494,"R",2.2e+07,2003,693,7.5,0,"Romance_Drama"
"Joel Schumacher",49,115,541,442,"Oliver Platt",8000,61490000,"Julia Roberts","Flatliners ",62037,10493,"Hope Davis",148,"R",2.6e+07,1990,1000,6.6,0,"Drama_Thriller_Action"
"Wes Craven",224,85,0,178,"Carl Gilliard",332,57859105,"Robert Pine","Red Eye ",94108,1090,"Suzie Plakson",673,"PG-13",2.6e+07,2005,285,6.5,0,"Thriller_Crime"
"David R. Ellis",175,90,160,392,"Michael Landes",748,46455802,"Sarah Carter","Final Destination 2 ",120786,3172,"Keegan Connor Tracy",472,"R",2.6e+07,2003,439,6.2,0,"Thriller"
"Scott Stewart",226,100,124,534,"Kate Walsh",2000,40168080,"Dennis Quaid","Legion ",80870,3889,"Charles S. Dutton",315,"R",2.6e+07,2010,850,5.2,0,"Thriller_Action"
"Paul Weitz",157,109,80,2000,"Ty Burrell",19000,45489752,"Scarlett Johansson","In Good Company ",48973,28493,"Dennis Quaid",214,"PG-13",2.6e+07,2004,3000,6.5,736,"Romance_Comedy_Drama"
"Jonathan Frakes",69,94,906,528,"Paula Garcés",2000,36985501,"Michael Biehn","Clockstoppers ",11212,3917,"Jason George",94,"PG",2.6e+07,2002,587,5.2,874,"Comedy_Thriller_Action"
"Lawrence Kasdan",46,133,759,67,"Todd Allen",826,33200000,"Scott Glenn","Silverado ",28247,1154,"Brad Leland",149,"PG-13",2.6e+07,1985,130,7.2,0,"Drama_Crime_Action"
"Jim Sheridan",217,105,260,3000,"Jake Gyllenhaal",20000,28501651,"Natalie Portman","Brothers ",88035,42473,"Bailee Madison",201,"R",2.6e+07,2009,15000,7.1,10000,"Drama_Thriller"
"Kevin Allen",55,100,8,588,"Frankie Muniz",1000,23222861,"Daniel Roebuck","Agent Cody Banks 2: Destination London ",11092,3742,"David Kelly",44,"PG",2.6e+07,2004,934,4.5,167,"Romance_Comedy_Action"
"Garry Marshall",200,113,0,307,"Common",22000,54540525,"Robert De Niro","New Year's Eve ",66579,23456,"Seth Meyers",134,"PG-13",5.6e+07,2011,988,5.7,20000,"Romance_Comedy"
"James McTeigue",265,110,160,427,"Dave Legeno",771,16005978,"Pam Ferris","The Raven ",72886,2356,"Kevin McNally",190,"R",2.6e+07,2012,570,6.4,35000,"Thriller_Crime"
"Donald Petrie",82,110,80,509,"Ray Romano",826,14469428,"Rip Torn","Welcome to Mooseport ",10667,2466,"Maura Tierney",95,"PG-13",2.6e+07,2004,590,5.2,260,"Romance_Comedy"
"Bob Rafelson",42,101,30,223,"Mike Starr",1000,1075288,"Harold Perrineau","Blood and Wine ",7772,2228,"Judy Davis",55,"R",2.2e+07,1996,854,6.1,145,"Drama_Thriller_Crime"
"Alan Shapiro",23,95,0,26,"Chelsea Field",442,20047715,"Paul Hogan","Flipper ",8008,616,"Jessica Wesson",26,"PG",25530000,1996,95,5.2,504,"Action"
"Tarsem Singh",178,117,763,523,"Derek Luke",16000,12276810,"Ryan Reynolds","Self/less ",57674,17847,"Sandra Ellis Lafferty",126,"PG-13",2.6e+07,2015,543,6.5,11000,"Thriller_Crime_Action"
"Chris Columbus",57,125,0,711,"Mara Wilson",49000,219200000,"Robin Williams","Mrs. Doubtfire ",181380,52201,"Matthew Lawrence",223,"PG-13",2.5e+07,1993,1000,6.9,0,"Romance_Comedy_Drama"
"Barry Levinson",100,133,272,628,"Valeria Golino",10000,172825435,"Tom Cruise","Rain Man ",383784,12285,"Beth Grant",331,"R",2.5e+07,1988,898,8,12000,"Drama"
"Clint Eastwood",366,116,16000,198,"Dreama Walker",16000,148085755,"Clint Eastwood","Gran Torino ",561773,17347,"Ahney Her",871,"R",3.3e+07,2008,601,8.2,28000,"Drama"
"Oliver Stone",242,129,0,655,"Scott Glenn",2000,25517500,"Toby Jones","W. ",40941,4264,"Bruce McGill",320,"PG-13",25100000,2008,826,6.4,0,"Drama"
"Michael Hoffman",85,118,97,437,"Gerald McRaney",775,26761283,"Luke Bracey","The Best of Me ",43084,3197,"Clarke Peters",99,"PG-13",2.6e+07,2014,523,6.7,19000,"Romance_Drama"
"Mick Jackson",48,129,81,164,"Mike Starr",970,121945720,"Bill Cobbs","The Bodyguard ",89972,2551,"DeVaughn Nixon",126,"R",2.5e+07,1992,854,6.1,0,"Romance_Drama_Action"
"Tate Taylor",373,146,150,2000,"Bryce Dallas Howard",15000,169705587,"Emma Stone","The Help ",318955,23227,"Mike Vogel",460,"PG-13",2.5e+07,2011,3000,8.1,75000,"Drama"
"Bill Condon",224,128,386,203,"Peter Capaldi",19000,3254172,"Benedict Cumberbatch","The Fifth Estate ",29282,36337,"Jamie Blackley",105,"R",2.8e+07,2013,17000,6.2,11000,"Drama_Thriller"
"Raja Gosnell",94,93,67,596,"Linda Cardellini",4000,84185387,"Sarah Michelle Gellar","Scooby-Doo 2: Monsters Unleashed ",33180,7800,"Tim Blake Nelson",149,"PG",8e+07,2004,2000,4.9,567,"Comedy_Thriller_Crime_Action"
"Ronny Yu",273,97,31,662,"Jason Ritter",918,82163317,"Katharine Isabelle","Freddy vs. Jason ",89101,4692,"Zack Ward",885,"R",3e+07,2003,782,5.8,3000,"Thriller_Action"
"John A. Davis",66,82,8,179,"Rob Paulsen",770,80920948,"Martin Short","Jimmy Neutron: Boy Genius ",23943,2251,"Andrea Martin",118,"G",3e+07,2001,677,6,425,"Comedy_Action"
"Matt Reeves",459,85,198,387,"Ben Feldman",2000,80034302,"Mike Vogel","Cloverfield ",296787,3958,"Liza Lapira",2192,"PG-13",2.5e+07,2008,1000,7,0,"Thriller_Action"
"Michael Pressman",68,88,34,445,"Paige Turco",642,78656813,"Kevin Nash","Teenage Mutant Ninja Turtles II: The Secret of the Ooze ",42765,2501,"Ernie Reyes Jr.",93,"PG",2.5e+07,1991,533,6,0,"Comedy_Action"
"Brian De Palma",123,119,0,188,"Billy Drago",22000,76270454,"Robert De Niro","The Untouchables ",219008,22767,"Charles Martin Smith",418,"R",2.5e+07,1987,371,7.9,0,"Drama_Thriller_Crime"
"Ethan Coen",488,122,1000,883,"Stephen Root",2000,74273505,"Kelly Macdonald","No Country for Old Men ",612060,4738,"Barry Corbin",1518,"R",2.5e+07,2007,939,8.1,21000,"Drama_Thriller_Crime"
"Charles Herman-Wurmfeld",133,95,0,643,"Bruce McGill",934,89808372,"Mary Lynn Rajskub","Legally Blonde 2: Red, White & Blonde ",46417,3500,"Bob Newhart",297,"PG-13",4.5e+07,2003,655,4.6,660,"Comedy"
"Andy Fickman",139,105,99,433,"Gedde Watanabe",3000,77264926,"Bailee Madison","Parental Guidance ",21176,5740,"Tom Everett Scott",107,"PG",2.5e+07,2012,448,6.1,0,"Comedy"
"Ivan Reitman",245,108,425,766,"Greta Gerwig",20000,70625986,"Natalie Portman","No Strings Attached ",168717,22739,"Mindy Kaling",178,"R",2.5e+07,2011,962,6.2,24000,"Romance_Comedy"
"George P. Cosmatos",84,134,170,472,"Dana Delany",2000,56505065,"Michael Biehn","Tombstone ",95241,4453,"Powers Boothe",439,"R",2.5e+07,1993,722,7.8,11000,"Romance_Drama_Action"
"Andrzej Bartkowiak",70,115,43,775,"Delroy Lindo",5000,55973336,"Jet Li","Romeo Must Die ",57040,9082,"Aaliyah",365,"R",2.5e+07,2000,848,6.1,0,"Thriller_Crime_Action"
"Scott Hicks",170,101,96,204,"Riley Thomas Stewart",713,60443237,"Blythe Danner","The Lucky One ",76882,1852,"Jay R. Ferguson",106,"PG-13",2.5e+07,2012,220,6.5,29000,"Romance_Drama"
"Gabor Csupo",181,96,47,3000,"Zooey Deschanel",14000,82234139,"Josh Hutcherson","Bridge to Terabithia ",110390,28071,"Bailee Madison",522,"PG",1.7e+07,2007,11000,7.2,6000,"Drama_Action"
"Marc Forster",226,101,395,2000,"Kate Winslet",40000,51676606,"Johnny Depp","Finding Neverland ",174591,58823,"Kelly Macdonald",632,"PG",2.5e+07,2004,14000,7.8,0,"Drama"
"Tyler Perry",24,100,0,400,"Tika Sumpter",975,52528330,"Alicia Witt","A Madea Christmas ",4265,3202,"Larry the Cable Guy",27,"PG-13",2.5e+07,2013,521,4.7,0,"Comedy_Drama"
"Joe Carnahan",408,117,248,726,"Frank Grillo",14000,51533608,"Liam Neeson","The Grey ",203111,16606,"James Badge Dale",755,"R",2.5e+07,2011,798,6.8,32000,"Drama_Thriller_Action"
"John Polson",180,101,21,317,"Dylan Baker",22000,51097664,"Robert De Niro","Hide and Seek ",70205,23328,"Robert John Burke",450,"R",3e+07,2005,812,5.9,0,"Drama_Thriller_Crime"
"Adam McKay",181,98,285,7000,"Will Ferrell",640000,84136909,"Darcy Donavan","Anchorman: The Legend of Ron Burgundy ",267921,656730,"Steve Carell",577,"PG-13",2.6e+07,2004,8000,7.2,0,"Comedy"
"Martin Scorsese",192,146,17000,635,"Mike Starr",22000,46836394,"Robert De Niro","Goodfellas ",728685,24783,"Paul Sorvino",989,"R",2.5e+07,1990,854,8.7,25000,"Drama_Crime"
"Kirk Jones",128,97,52,579,"Kelly Macdonald",14000,47124400,"Colin Firth","Nanny McPhee ",49676,17278,"Imelda Staunton",181,"PG",2.5e+07,2005,2000,6.6,0,"Comedy_Action"
"Brian De Palma",147,142,0,638,"F. Murray Abraham",14000,44700000,"Al Pacino","Scarface ",537442,16464,"Mary Elizabeth Mastrantonio",851,"R",2.5e+07,1983,670,8.3,19000,"Drama_Crime"
"Steve Oedekerk",49,98,176,468,"Michael McKean",742,44455658,"Kelly Preston","Nothing to Lose ",36253,2457,"Rebecca Gayheart",92,"R",2.5e+07,1997,658,6.7,0,"Comedy_Crime_Action"
"Baltasar Kormákur",270,109,175,733,"David O'Hara",24000,66489425,"J.K. Simmons","Contraband ",101977,26625,"Lukas Haas",161,"R",2.5e+07,2012,736,6.5,0,"Drama_Thriller_Crime_Action"
"Brett Ratner",29,97,420,585,"Paul Sorvino",695,41067398,"Heather Locklear","Money Talks ",22748,2530,"Faizon Love",41,"R",2.5e+07,1997,635,6.1,666,"Comedy_Thriller_Crime_Action"
"Paul Thomas Anderson",398,158,0,104,"Paul F. Tompkins",272,40218903,"Jim Meskimen","There Will Be Blood ",372990,533,"Kevin Breznahan",1107,"R",2.5e+07,2007,111,8.1,16000,"Drama"
"Cathy Malkasian",38,85,0,503,"Flea",1000,39880476,"Alfre Woodard","The Wild Thornberrys Movie ",12218,2908,"Cree Summer",33,"PG",2.5e+07,2002,535,5.2,187,"Comedy_Action"
"John Eng",45,80,0,362,"Cree Summer",971,39399750,"Elizabeth Daily","Rugrats Go Wild ",5674,3017,"Nancy Cartwright",35,"PG",2.5e+07,2003,503,5.6,329,"Comedy_Action"
"Malcolm D. Lee",81,86,92,466,"Eddie Griffin",744,38230435,"Dave Chappelle","Undercover Brother ",29661,3001,"Chi McBride",179,"PG-13",2.5e+07,2002,489,5.8,0,"Comedy_Action"
"Ken Kwapis",88,119,42,917,"America Ferrera",2000,39008741,"Mike Vogel","The Sisterhood of the Traveling Pants ",44838,6862,"Kyle Schmid",223,"PG",2.5e+07,2005,953,6.6,0,"Romance_Comedy_Drama"
"Fred Wolf",129,97,29,816,"Katharine McPhee",15000,48237389,"Emma Stone","The House Bunny ",63969,18789,"Beverly D'Angelo",126,"PG-13",2.5e+07,2008,852,5.5,0,"Romance_Comedy"
"Craig Gillespie",151,124,44,367,"Suraj Sharma",4000,36447959,"Jon Hamm","Million Dollar Arm ",35833,6393,"Gregory Alan Williams",96,"PG",2.5e+07,2014,774,7,10000,"Drama"
"Dennie Gordon",66,105,29,742,"Oliver James",14000,35990505,"Colin Firth","What a Girl Wants ",48095,16400,"Kelly Preston",194,"PG",2e+07,2003,1000,5.8,0,"Romance_Comedy_Drama"
"Victor Salva",167,104,108,177,"Jonathan Breck",296,35143332,"Nicki Aycox","Jeepers Creepers II ",45102,1340,"Billy Aaron Brown",316,"R",1.7e+07,2003,270,5.6,0,"Thriller"
"Mark Helfrich",127,101,7,440,"Dan Fogler",1000,35000629,"Dane Cook","Good Luck Chuck ",74622,2822,"Chelan Simmons",150,"R",2.5e+07,2007,562,5.6,0,"Romance_Comedy"
"Andrzej Bartkowiak",109,101,43,432,"Tom Arnold",5000,34604054,"Jet Li","Cradle 2 the Grave ",34942,6867,"DMX",185,"R",3e+07,2003,618,5.8,1000,"Drama_Thriller_Crime_Action"
"Stephen Daldry",174,114,335,530,"Stephen Dillane",11000,41597830,"Meryl Streep","The Hours ",102123,12624,"Miranda Richardson",660,"PG-13",2.5e+07,2002,577,7.6,0,"Romance_Drama"
"Andy Fickman",91,105,99,960,"Alexandra Breckenridge",17000,33687630,"Channing Tatum","She's the Man ",116762,20109,"Laura Ramsey",261,"PG-13",2e+07,2006,1000,6.4,0,"Romance_Comedy"
"Dwight H. Little",94,97,27,522,"Salli Richardson-Whitfield",601,31526393,"Nicholas Gonzalez","Anacondas: The Hunt for the Blood Orchid ",22243,2730,"Johnny Messner",144,"PG-13",2.5e+07,2004,543,4.6,686,"Thriller_Action"
"Kirsten Sheridan",148,114,59,403,"Aaron Staton",49000,31655091,"Robin Williams","August Rush ",87331,50927,"Marian Seldes",364,"PG",3e+07,2007,702,7.5,18000,"Drama"
"Damien Dante Wayans",83,88,82,571,"Essence Atkins",756,25615792,"Damon Wayans Jr.","Dance Flick ",10161,4378,"Chris Elliott",50,"PG-13",2.5e+07,2009,713,3.5,657,"Comedy_Action"
"Frank Darabont",199,142,0,461,"Jeffrey DeMunn",11000,28341469,"Morgan Freeman","The Shawshank Redemption ",1689764,13495,"Bob Gunton",4144,"R",2.5e+07,1994,745,9.3,108000,"Drama_Crime"
"Bobby Farrelly",62,117,101,743,"Lin Shaye",13000,24944213,"Bill Murray","Kingpin ",63459,16937,"Richard Tyson",185,"PG-13",2.7e+07,1996,852,6.9,3000,"Comedy"
"Rupert Wyatt",175,111,81,81,"Cjon Saulsberry",3000,33631221,"George Kennedy","The Gambler ",48559,3784,"Griffin Cleveland",145,"R",2.5e+07,2014,571,6,0,"Drama_Thriller_Crime"
"John Wells",322,121,53,8000,"Meryl Streep",19000,37738400,"Benedict Cumberbatch","August: Osage County ",67797,39690,"Julia Roberts",285,"R",2.5e+07,2013,11000,7.3,30000,"Drama"
"Nigel Cole",112,107,13,165,"Tyrone Giordano",618,21835784,"Aimee Garcia","A Lot Like Love ",58297,1095,"James Read",161,"PG-13",3e+07,2005,172,6.6,0,"Romance_Comedy_Drama"
"Spike Lee",48,136,0,3000,"Milla Jovovich",18000,21554585,"Denzel Washington","He Got Game ",36108,37315,"Rosario Dawson",109,"R",2.5e+07,1998,14000,6.9,0,"Drama"
"Jeremy Leven",44,97,19,977,"Marlon Brando",40000,22200000,"Johnny Depp","Don Juan DeMarco ",41310,52122,"Faye Dunaway",117,"PG-13",2.5e+07,1994,10000,6.8,0,"Romance_Comedy_Drama"
"Sylvain White",213,97,41,619,"Jason Patric",11000,23527955,"Chris Evans","The Losers ",74691,12841,"Óscar Jaenada",165,"PG-13",2.5e+07,2010,673,6.4,0,"Drama_Thriller_Crime_Action"
"Troy Nixey",298,99,24,155,"Alan Dale",3000,24042490,"Bailee Madison","Don't Be Afraid of the Dark ",40776,3744,"Jack Thompson",250,"R",2.5e+07,2010,441,5.6,10000,"Thriller_Action"
"Philip G. Atwell",119,103,5,874,"Jet Li",26000,22466994,"Jason Statham","War ",72673,33565,"Nadine Velazquez",166,"R",2.5e+07,2007,5000,6.3,0,"Thriller_Crime_Action"
"Jeff Schaffer",92,93,17,360,"Scott Mechlowicz",13000,17718223,"Matt Damon","EuroTrip ",162067,14180,"Jacob Pitts",316,"R",2.5e+07,2004,634,6.6,0,"Comedy"
"Paul Feig",73,90,176,825,"Rob Riggle",931,16647384,"Tyler James Williams","Unaccompanied Minors ",8398,4431,"B.J. Novak",56,"PG",2.6e+07,2006,839,5.1,498,"Romance_Comedy_Action"
"James Bridges",28,107,21,418,"Phoebe Cates",967,16118077,"Dianne Wiest","Bright Lights, Big City ",5817,3067,"Swoosie Kurtz",37,"R",2.5e+07,1988,767,5.6,377,"Drama"
"Richard Kelly",287,115,219,258,"Gillian Jacobs",902,15045676,"Frank Langella","The Box ",76303,2466,"Celia Weston",376,"PG-13",1.6e+07,2009,837,5.6,0,"Drama_Thriller_Crime_Action"
"Carter Smith",233,93,27,49,"Jonathan Tucker",960,17427926,"Laura Ramsey","The Ruins ",60062,1749,"Sergio Calderón",351,"R",8e+06,2008,664,5.9,0,"Thriller"
"John Schlesinger",86,99,154,347,"Rupert Everett",774,14983572,"Mark Valley","The Next Best Thing ",9361,2498,"Illeana Douglas",162,"PG-13",2.5e+07,2000,692,4.7,378,"Romance_Comedy_Drama"
"Wes Craven",160,107,0,255,"Emily Meade",798,14637490,"Frank Grillo","My Soul to Take ",16411,2537,"Zena Grey",136,"R",2.5e+07,2010,374,4.8,0,"Thriller_Crime"
"Luke Greenfield",126,110,42,111,"Timothy Bottoms",355,14589444,"Chris Marquette","The Girl Next Door ",171151,911,"Jacob Young",513,"R",2.5e+07,2004,155,6.8,0,"Romance_Comedy_Drama"
"Bruce McCulloch",52,85,54,455,"Megan Mullally",985,13973532,"Martin Starr","Stealing Harvard ",11211,3065,"Chris Penn",92,"PG-13",2.5e+07,2002,637,5.1,215,"Comedy_Crime"
"David R. Ellis",231,90,160,852,"Joel David Moore",963,18860403,"Chris Zylka","Shark Night 3D ",20823,4952,"Katharine McPhee",130,"PG-13",2.5e+07,2011,936,4,0,"Thriller"
"Alan Parker",99,145,317,70,"Devon Murray",876,13038660,"Emily Watson","Angela's Ashes ",16995,1282,"Pauline McLynn",163,"R",2.5e+07,1999,219,7.3,0,"Drama"
"Ivan Reitman",159,110,425,148,"Chi McBride",3000,28831145,"Jennifer Garner","Draft Day ",39357,3757,"Patrick St. Esprit",113,"R",2.5e+07,2014,466,6.8,14000,"Drama"
"Robert Redford",199,122,0,939,"Tom Wilkinson",18000,11538204,"Robin Wright","The Conspirator ",23696,21163,"Stephen Root",135,"PG-13",2.5e+07,2010,1000,7,0,"Drama_Crime"
"Catherine Hardwicke",119,107,308,872,"Michael Angarano",13000,11008432,"Heath Ledger","Lords of Dogtown ",43903,16651,"Rebecca De Mornay",194,"PG-13",2.5e+07,2005,947,7.1,5000,"Drama"
"John Carpenter",180,99,0,52,"Kate Burton",400,11100000,"Victor Wong","Big Trouble in Little China ",92464,896,"Peter Kwong",331,"PG-13",2.5e+07,1986,223,7.3,19000,"Comedy_Action"
"Gavin O'Connor",317,140,149,581,"Frank Grillo",27000,13651662,"Tom Hardy","Warrior ",332276,29692,"Kevin Dunn",514,"PG-13",2.5e+07,2011,798,8.2,77000,"Drama"
"Ron Maxwell",22,271,33,251,"William Morgan Sheppard",854,10769960,"Tom Berenger","Gettysburg ",21940,2107,"James Patrick Stuart",256,"PG",2.5e+07,1993,702,7.7,0,"Drama_Action"
"Kimberly Peirce",143,112,108,2000,"Channing Tatum",23000,10911750,"Joseph Gordon-Levitt","Stop-Loss ",17757,43560,"Abbie Cornish",99,"R",2.5e+07,2008,17000,6.5,982,"Drama_Action"
"Stephen Gaghan",72,99,79,956,"Zooey Deschanel",16000,10719367,"Charlie Hunnam","Abandon ",7909,28987,"Tony Goldwyn",157,"PG-13",2.5e+07,2002,11000,4.9,261,"Romance_Drama_Thriller_Crime"
"Jonathan Kaplan",70,100,57,92,"Tom Amandes",181,10114315,"John Doe","Brokedown Palace ",18693,582,"Daniel Lapaine",187,"PG-13",2.5e+07,1999,151,6.4,0,"Drama_Thriller_Crime"
"Ole Bornedal",264,92,30,309,"Madison Davenport",941,49122319,"Kyra Sedgwick","The Possession ",47169,2348,"Natasha Calis",162,"PG-13",1.4e+07,2012,459,5.9,17000,"Thriller"
"Richard Benjamin",20,105,121,354,"Jane Krakowski",3000,10070000,"Brendan Fraser","Mrs. Winterbourne ",5668,5023,"Cathryn de Prume",50,"PG-13",2.5e+07,1996,624,6.2,491,"Romance_Comedy_Drama"
"Rod Lurie",190,110,37,268,"Laz Alonso",10000,10324441,"Alexander Skarsgård","Straw Dogs ",27117,11431,"Rhys Coiro",140,"R",2.5e+07,2011,826,5.8,7000,"Drama_Thriller_Action"
"Lasse Hallström",142,116,529,174,"Christopher Evan Welch",442,7156933,"Hope Davis","The Hoax ",14581,1134,"James Biberi",74,"R",2.5e+07,2006,252,6.7,348,"Comedy_Drama"
"Craig R. Baxley",27,88,22,120,"Sam McMurray",174,9286314,"Brian Bosworth","Stone Cold ",4972,583,"Richard Gant",62,"R",1.7e+07,1991,132,5.9,0,"Drama_Thriller_Crime_Action"
"John Hillcoat",355,111,214,3000,"Charlize Theron",10000,56692,"Viggo Mortensen","The Road ",177401,23566,"Robert Duvall",504,"R",2.5e+07,2009,9000,7.3,32000,"Drama_Action"
"J.B. Rogers",87,95,6,248,"Chris Klein",849,5516708,"Eddie Cibrian","Say It Isn't So ",11375,2413,"Jack Plotnick",91,"R",2.5e+07,2001,841,4.9,295,"Romance_Comedy"
"Rachel Talalay",60,104,54,919,"Lori Petty",6000,4064333,"Naomi Watts","Tank Girl ",24790,9662,"Jeff Kober",173,"R",2.5e+07,1995,923,5.2,0,"Comedy_Action"
"Jeffrey W. Byrd",23,95,2,807,"Loretta Devine",927,4006906,"Donald Faison","King's Ransom ",3229,4990,"Regina Hall",20,"PG-13",1.5e+07,2005,912,4.1,83,"Comedy_Crime"
"Uwe Boll",143,92,892,492,"Udo Kier",783,1550000,"Meat Loaf","BloodRayne ",30628,2930,"Michael Paré",471,"R",2.5e+07,2005,595,2.9,937,"Thriller_Action"
"Robert Towne",28,117,162,745,"Monica Potter",2000,777423,"Billy Burke","Without Limits ",5841,4351,"Billy Crudup",57,"PG-13",2.5e+07,1998,878,7.2,942,"Drama"
"Werner Herzog",280,122,0,407,"Shea Whigham",12000,1697956,"Nicolas Cage","Bad Lieutenant: Port of Call New Orleans ",64944,13809,"Shawn Hatosy",212,"R",2e+07,2009,463,6.7,6000,"Drama_Crime"
"Taylor Hackford",49,117,138,416,"Bai Ling",908,134904,"Scout Taylor-Compton","Love Ranch ",2395,3204,"Gil Birmingham",17,"R",2.5e+07,2010,581,5.7,636,"Romance_Comedy_Drama"
"Ridley Scott",336,138,0,1000,"Brad Pitt",13000,16969390,"Michael Fassbender","The Counselor ",80861,27797,"Goran Visnjic",431,"R",2.5e+07,2013,11000,5.3,24000,"Drama_Thriller_Crime"
"Stephen Frears",51,119,350,418,"Peter Capaldi",18000,34700000,"Keanu Reeves","Dangerous Liaisons ",52846,35501,"Swoosie Kurtz",143,"R",1.4e+07,1988,17000,7.7,0,"Romance_Drama"
"Leonard Nimoy",106,119,12000,643,"Nichelle Nichols",12000,109713132,"Leonard Nimoy","Star Trek IV: The Voyage Home ",61621,15449,"Walter Koenig",219,"PG",2.5e+07,1986,664,7.3,0,"Comedy_Action"
"Sylvester Stallone",285,139,13000,461,"Burt Young",13000,70269171,"Sylvester Stallone","Rocky Balboa ",162130,15111,"Mike Tyson",962,"PG",2.4e+07,2006,683,7.2,0,"Drama"
"Ericson Core",163,114,19,848,"Edgar Ramírez",1000,28772222,"Ray Winstone","Point Break ",33958,3962,"Delroy Lindo",163,"PG-13",1.05e+08,2015,897,5.3,37000,"Thriller_Crime_Action"
"Wes Craven",195,120,0,221,"Jada Pinkett Smith",865,101334374,"Omar Epps","Scream 2 ",124941,2321,"Kevin Williamson",488,"R",2.4e+07,1997,851,6.1,0,"Thriller_Crime"
"Gavin O'Connor",123,98,149,439,"Noah Emmerich",20000,1512815,"Natalie Portman","Jane Got a Gun ",8885,21414,"Boyd Holbrook",56,"R",2.5e+07,2016,617,5.8,0,"Drama_Action"
"Tim Story",52,106,167,676,"Regina Hall",966,65182182,"Romany Malco","Think Like a Man Too ",15310,4830,"David Walton",38,"PG-13",2.4e+07,2014,807,5.7,3000,"Romance_Comedy"
"Jonathan Lynn",129,98,36,900,"Matthew Perry",13000,57262492,"Bruce Willis","The Whole Nine Yards ",90374,17582,"Natasha Henstridge",318,"R",2.4e+07,2000,2000,6.7,0,"Comedy_Crime"
"Herbert Ross",60,107,71,304,"Chris Penn",967,80000000,"Dianne Wiest","Footloose ",51459,1962,"Lori Singer",113,"PG",8200000,1984,455,6.5,0,"Romance_Drama"
"Todd Phillips",123,88,480,497,"Leah Remini",8000,74608545,"Will Ferrell","Old School ",185258,10325,"Patrick Fischler",404,"R",2.4e+07,2003,909,7.2,0,"Comedy"
"Terry Gilliam",84,137,0,161,"David Hyde Pierce",12000,41895491,"Jeff Bridges","The Fisher King ",63274,12947,"Harry Shearer",170,"R",2.4e+07,1991,443,7.6,12000,"Comedy_Drama_Action"
